geohome,geowork,likeIrpin,likeVishneve,likeBucha,likeVorzel,likeKocubinske,likeBoyarka,likeBrovary,likeBoryspil,likeVyshgorod,liveSuburb,liveOkolica,isGoodWorkLocation,age,isRented,job,liveHouse,isInvestor,isActivist,isFreeAppartmentImportant,city,isSuburb,region,workLat,workLong,homeLat,homeLong,distance
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,23,2,0,2,1,1,1,,0,,50.258577,28.656982,50.258412,28.669576,0.9
,,-2,-2,1,-2,-2,-2,1,1,2,1,-1,1,27,2,0,1,1,2,-1,,0,kyiv,50.4389,30.5238,50.5122,30.4922,8.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,-1,27,2,0,1,-1,-1,1,,0,lviv,49.8118,24.0383,49.8044,23.9982,3
,,2,1,-10,-10,1,-2,-2,-2,2,2,2,2,29,2,0,1,1,-2,2,,0,kyiv,50.4624,30.4496,50.4624,30.4324,1.2
,,1,1,2,2,-2,-2,-10,-2,-10,2,2,2,38,2,1,2,1,1,2,,1,kyiv,50.3910,30.3552,50.5523,30.1602,22.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-1,2,26,-2,0,-1,-2,1,2,,0,kyiv,50.4402,30.5413,50.4268,30.6551,8.2
,,2,1,2,-2,2,-2,-2,1,2,2,2,1,25,-2,0,2,-2,2,-2,,1,kyiv,50.4299,30.5173,50.5226,30.2378,22.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,34,-2,0,2,-10,-10,2,,0,kharkiv,50.0260,36.2198,50.0190,36.3263,7.7
,,-10,1,1,1,1,-2,1,1,1,2,2,-2,24,-2,2,2,2,2,2,,1,kyiv,50.4627,30.4500,50.3365,30.4208,14.2
,,1,1,1,-2,-2,1,-2,-2,1,-2,-1,1,26,2,2,-2,-2,-10,1,,0,kyiv,50.4530,30.5971,50.4489,30.5132,6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,31,-2,0,2,2,-1,1,,0,kyiv,50.4339,30.4934,50.4328,30.4337,4.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-1,30,2,3,2,-2,-1,1,,0,kyiv,50.4502,30.4104,50.4984,30.5046,8.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,24,2,0,-10,-1,1,-10,,,,,,,,
,,1,-2,1,-10,-10,-10,-2,-2,1,2,1,-1,28,2,0,2,2,2,2,,1,kyiv,50.490767,30.491391,50.528802,30.366245,9.8
,,2,-10,2,-10,-10,-10,-10,-10,-10,2,2,1,30,2,1,2,2,-2,-2,,1,kyiv,50.4473,30.4232,50.5449,30.2225,17.9
,,-2,1,-2,-2,-2,-2,1,1,1,2,2,-1,27,-2,2,2,2,2,1,,1,kyiv,50.447427,30.421187,50.337174,30.424014,12.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,25,2,0,2,2,2,2,,0,lviv,49.8029,23.9993,49.8226,23.9622,3.5
,,-10,-10,-10,-10,-10,-10,-10,-2,-10,2,2,-1,32,-2,0,2,1,1,-1,,1,kyiv,50.459469,30.496542,50.350706,30.952262,34.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,39,-2,1,2,-1,-1,-2,,0,lviv,49.8372,24.0074,49.7917,24.0618,6.4
,,1,1,1,1,1,1,2,1,1,2,2,2,32,2,1,1,1,2,2,,0,kyiv,50.4424,30.6244,50.4772,30.6282,3.9
,,-2,-2,-2,-2,-2,-2,1,-2,1,-1,-10,-10,32,-2,1,2,1,-10,1,,,,,,,,
,,1,1,1,1,1,1,1,1,1,1,1,-1,35,1,0,1,-10,1,1,,1,kyiv,50.4765,30.4883,50.3907,30.3830,12.1
,,2,-2,2,2,1,-2,-2,-2,-2,2,2,1,26,2,0,2,1,2,1,,1,kyiv,50.476447,30.487032,50.350502,30.479648,14
,,1,-2,1,-2,1,1,-2,-2,-2,2,-1,-2,33,2,0,2,2,2,2,,0,kyiv,50.4848,30.4847,50.4345,30.5404,6.9
,,-10,1,-10,-10,-10,1,-10,-10,-10,1,1,1,29,-2,3,2,1,1,1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,2,31,2,0,2,-10,1,1,,0,lviv,49.8505,24.0245,49.8505,24.0245,0
,,-2,-2,-2,-2,-2,-2,1,1,1,2,2,-10,25,2,3,1,-10,-10,-10,,1,kyiv,50.4383,30.4939,50.5309,30.6079,13.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,36,2,0,2,2,1,-1,,0,,50.2651,28.6488,50.2758,28.6465,1.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,2,33,-2,0,2,2,2,1,,0,dnipro,48.4599,35.0532,48.4262,35.0309,4.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-2,27,2,3,2,-1,1,2,,0,kyiv,50.4503,30.4103,50.3861,30.6254,16.9
,,-10,-10,2,-10,-10,-10,-10,-10,-10,1,2,1,27,2,0,2,1,2,1,,0,kyiv,50.4400,30.5159,50.5097,30.4963,7.9
,,1,1,1,1,1,1,1,-2,1,1,1,1,30,2,0,1,1,1,-1,,0,kyiv,50.4288,30.5011,50.4016,30.6199,9
,,1,1,-10,1,1,-10,-2,-2,-10,2,2,-1,29,2,0,2,2,1,1,,0,kyiv,50.4496,30.4095,50.4394,30.4387,2.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-1,28,2,0,2,1,1,1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,33,-2,2,2,-2,2,-1,,0,lviv,49.8270,23.9923,49.8004,24.0187,3.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,24,2,0,-1,-2,1,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,25,2,0,2,1,-1,1,,0,lviv,49.8545,24.0239,49.8117,23.9852,5.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-10,1,25,2,0,1,1,-1,1,,0,kyiv,50.4444,30.4512,50.4663,30.4738,2.9
,,1,1,-2,-2,-2,-2,1,2,1,2,2,1,33,-2,0,2,2,2,2,,0,,49.551449,25.570593,49.567815,25.648507,5.9
,,2,-2,2,-10,-10,-10,-2,-2,-10,2,2,2,39,2,3,2,2,2,2,,0,kyiv,50.458965,30.437440,50.456081,30.383808,3.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,1,27,-2,3,1,-1,-1,-2,,,,,,,,
,,1,-10,1,-2,1,1,-2,-2,1,2,-1,2,19,2,0,-1,-2,1,-1,,0,kyiv,50.4653,30.5113,50.5204,30.6048,9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,27,-2,0,2,1,-1,2,,,,50.4386,30.5231,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-10,1,25,-2,0,2,-10,1,1,,0,lviv,49.8281,23.9909,49.8465,23.9667,2.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,28,-1,2,2,-2,2,2,,0,lviv,49.8264,24.0087,49.8405,24.0321,2.3
,,-2,-2,-2,-2,1,-2,1,-2,-2,1,-1,-1,25,2,2,1,-1,-1,1,,0,kyiv,50.4750,30.4946,50.4744,30.4412,3.8
,,-10,1,-2,-2,-2,-2,-2,1,-2,1,1,-1,24,2,-1,2,1,-1,2,,0,kyiv,50.4557,30.4871,50.4273,30.6613,12.8
,,1,1,1,1,1,1,1,1,1,-2,-2,1,31,-2,1,-10,-2,-2,-2,,,,,,,,
,,1,2,1,1,2,-2,-2,-2,-2,1,-10,1,25,2,0,2,2,2,1,,0,kyiv,50.4248,30.5069,50.4526,30.4680,4.1
,,2,-10,-2,-10,1,-10,-2,-2,-10,2,2,2,35,-2,0,2,2,2,2,,1,kyiv,50.5106,30.2306,50.5106,30.2306,0
,,2,1,2,1,-2,-10,-2,-2,1,2,2,1,27,2,2,1,1,1,-1,,1,kyiv,50.4315,30.5074,50.5305,30.2533,21.1
,,1,-2,1,-2,-2,-2,-2,-2,1,-1,-1,1,25,2,0,1,1,1,1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,1,2,29,-2,0,2,-1,-1,-2,,0,lviv,49.8352,23.9942,49.8449,23.9749,1.8
,,-2,-2,-2,-2,-2,-2,1,1,2,2,2,-1,21,-2,3,2,2,2,-2,,1,kyiv,,,50.6185,30.4314,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,24,-2,2,1,-2,-2,-1,,0,kyiv,50.4501,30.5247,50.4493,30.4680,4
,,1,1,1,1,1,1,1,1,1,2,2,-1,29,-2,0,2,2,-1,-2,,0,kyiv,50.4386,30.5232,50.5143,30.4378,10.4
,,-10,1,-10,-10,-10,1,-10,-10,-10,2,2,-1,28,-2,0,2,-1,1,2,,1,kyiv,50.4307,30.4734,50.3371,30.2843,17
,,1,-2,1,1,-2,-2,-2,-2,1,-1,-1,2,39,-2,2,1,1,1,2,,0,kyiv,,,50.474687,30.475573,
,,1,1,-2,-10,1,-2,-2,-2,1,2,-10,1,28,-2,0,2,2,-1,2,,,,,,,,
,,-10,1,-10,-10,-10,1,-10,1,-10,1,2,-1,32,2,3,2,-1,2,-2,,0,kyiv,50.4680,30.6031,50.4680,30.6031,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,1,24,-2,2,1,1,-1,-2,,0,,49.2332,28.4696,49.2319,28.4023,4.9
,,2,1,2,1,1,1,2,1,1,2,-1,2,26,2,0,1,1,1,-1,,1,kyiv,50.2752,30.3102,50.2351,30.3030,4.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,35,2,2,2,1,2,2,,1,lviv,49.494147,23.593548,49.473771,24.010244,30.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-2,-2,24,2,0,2,-2,-1,2,,0,,48.2945,25.9295,48.2650,25.9324,3.3
,,-2,-2,-2,-2,-2,-2,-2,-2,1,-1,-1,1,26,-2,0,-1,1,1,1,,0,kyiv,50.4246,30.5065,50.5063,30.4359,10.4
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-10,-2,30,2,0,2,-1,-1,1,,0,kyiv,50.4449,30.4508,50.5141,30.5090,8.7
,,1,-2,2,-2,-2,1,-2,-2,-10,2,2,1,27,2,-1,2,2,1,2,,0,kyiv,50.4481,30.4908,50.4448,30.4504,2.9
,,-2,1,-2,-10,-10,-10,-2,-2,1,2,1,-1,25,-2,2,1,1,-1,1,,0,kyiv,50.4853,30.5167,50.4389,30.6021,8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-2,25,2,0,2,-10,-1,1,,0,lviv,49.8054,23.9924,49.8778,24.0340,8.6
,,1,-2,2,2,1,-10,1,-2,1,2,2,-1,29,-2,2,2,2,2,2,,1,kyiv,50.25206 , 30.30223,50.27453 , 30.28560,2.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,43,-2,3,2,2,2,-2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,25,2,0,-2,-2,-2,-2,,0,kyiv,50.4178,30.4770,50.4194,30.4742,0.3
,,1,1,1,-10,-10,-10,-2,1,1,2,2,-1,29,-2,0,2,2,2,-2,,0,kyiv,50.4641,30.5178,50.3931,30.6223,10.8
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,30,2,2,-2,-2,-2,-2,,1,kyiv,50.407460,30.509177,50.515870,30.797372,23.8
,,-2,2,-2,-2,-2,1,-2,-2,-2,2,2,-1,25,2,0,-1,2,1,2,,0,kyiv,50.4624,30.4496,50.4043,30.5165,8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,27,-2,2,1,1,1,2,,0,,50.2738,28.6474,50.2712,28.6352,0.9
,,1,1,-10,-10,-2,-2,-2,1,1,1,-1,1,26,2,0,2,1,1,1,,0,kyiv,50.4467,30.4238,50.4514,30.5018,5.6
,,-10,1,-10,-10,-2,-2,1,-10,-10,-1,-1,2,26,2,2,1,-10,-1,1,,0,kyiv,50.4388,30.4991,50.4345,30.4839,1.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,27,2,0,2,1,1,2,,,,,,,,
,,-2,-2,-2,-2,-2,-2,2,-2,-2,2,2,1,36,-2,0,2,2,2,-1,,0,kyiv,50.4447,30.4506,50.4206,30.5183,5.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,-1,32,-2,0,2,-1,-1,1,,0,kyiv,50.4683,30.5228,50.4701,30.4467,5.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,32,-2,1,2,-2,1,-2,,1,dnipro,48.4720,35.0331,48.6146,34.5187,41.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-2,2,26,2,0,-2,-1,2,-2,,0,kharkiv,50.004254,36.237813,50.035361,36.221934,3.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,2,30,2,0,1,1,1,-1,,0,,41.6461,41.6290,41.6461,41.6290,0
,,-10,-10,-10,-2,-10,-10,-10,-10,1,-1,-1,1,22,2,0,1,-1,1,-1,,0,kyiv,50.429083,30.518198,50.494183,30.507987,7.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,34,-2,0,-10,1,1,-2,,0,lviv,49.8315,24.0441,49.8041,24.0719,3.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,36,1,2,2,2,2,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,-1,33,-2,1,1,-2,1,-2,,0,kyiv,50.4448,30.4544,50.4802,30.4533,3.9
,,1,1,1,-2,1,-2,-2,-2,-2,1,1,2,29,-2,0,2,-1,1,-1,,0,kyiv,50.4385,30.5231,50.4348,30.6201,6.9
,,1,1,1,-2,2,2,2,-2,1,1,1,-1,26,-2,2,2,1,1,1,,,,,,,,
,,1,2,-10,-10,1,-2,-10,-10,-10,1,1,2,24,-2,1,2,1,1,-2,,1,kyiv,50.4396,30.5164,50.4028,30.3615,11.7
,,2,1,1,1,-2,-2,-2,-2,-2,2,2,1,38,-2,1,2,-10,1,-2,,1,kyiv,50.444782,30.450699,50.441118,30.283009,11.9
,,-2,1,-2,-10,-10,-2,-2,-2,1,2,2,1,27,-2,0,2,-1,1,1,,0,kyiv,50.4242,30.5066,50.4013,30.3890,8.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,28,2,0,2,2,2,2,,0,lviv,49.8426173,24.0030209,49.8267457,23.9830166,2.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,31,2,0,2,-2,2,2,,,,,,,,
,,2,1,2,1,1,-2,-2,-2,1,2,2,1,32,-1,1,2,2,2,2,,1,kyiv,,,50.5163,30.2378,
,,-2,-10,1,-2,-2,-2,-2,-2,-2,-2,-2,1,23,-2,0,-2,-2,2,-2,,0,kyiv,50.4192,30.5214,50.4596,30.6208,8.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-2,2,31,-2,0,1,-1,-1,-2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,31,2,0,2,1,2,2,,0,lviv,49.8143,24.0365,49.8183,23.9783,4.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-10,1,24,2,2,-10,-10,-10,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,34,-2,0,2,1,1,-2,,0,lviv,49.8123,23.9907,49.8090,23.9841,0.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-10,1,26,2,2,2,1,2,2,,0,odesa,46.4744,30.7341,46.4547,30.7524,2.6
,,2,-10,2,-10,-10,-10,-10,-10,-10,2,1,1,21,-2,2,2,1,-2,-1,,0,kyiv,50.4086,30.5125,50.5051,30.6038,12.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,23,2,0,2,-10,1,2,,0,kyiv,50.3975,30.4799,50.4717,30.5142,8.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,28,2,0,2,-1,1,-10,,0,kharkiv,49.9945,36.2329,50.0417,36.2144,5.4
,,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,28,-2,2,-10,-2,2,2,,,,,,,,
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,2,26,2,0,1,-1,-1,1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,2,37,2,0,-1,-1,-1,2,,0,kyiv,50.4699,30.5193,50.5120,30.4145,8.8
,,2,1,-10,-10,-10,-10,-10,1,1,2,-1,2,26,2,0,2,1,1,2,,0,kyiv,50.4549,30.5938,50.4450,30.5993,1.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,33,2,2,1,1,2,2,,0,lviv,49.8584,24.0203,49.8702,24.0330,1.6
,,1,-2,1,-10,-10,-10,-10,-10,-10,2,1,-10,33,2,3,2,2,1,2,,0,kyiv,50.4088,30.6268,50.4167,30.6322,1
,,-2,2,-2,-2,1,2,-2,-2,1,1,1,-1,24,2,0,-1,1,1,-2,,0,kyiv,50.4712,30.4995,50.4127,30.6238,11
,,2,1,2,-2,1,-2,-2,-2,2,2,2,1,22,2,0,2,2,2,1,,0,kyiv,50.4474,30.4238,50.4361,30.3822,3.2
,,-2,2,1,-2,2,1,1,-2,1,-2,2,1,26,-2,1,-10,-10,-2,2,,,,,,,,
,,-2,1,2,-2,1,-2,2,-2,-2,2,-2,1,25,-2,-1,2,2,2,2,,,,,,,,
,,2,1,2,-10,-10,-10,-10,-10,1,2,2,2,27,2,3,2,1,1,-1,,0,odesa,46.443042,30.749118,46.434883,30.728296,1.8
,,-2,-2,-2,-2,-2,-2,-2,2,-2,2,2,-1,27,2,2,2,-10,-10,2,,0,kyiv,50.4224,30.5059,50.3871,30.6243,9.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-2,2,30,-2,1,2,1,2,-2,,0,kharkiv,49.979633,36.2455183,49.9859143,36.2699737,1.9
,,1,-10,1,-10,-10,-10,-10,-10,-10,2,2,1,41,-2,3,2,-1,-1,-10,,1,kyiv,50.4284,30.3545,50.5398,30.3020,12.9
,,2,-10,1,-10,1,-10,-10,-10,-10,1,1,1,29,2,2,2,1,-1,2,,0,kyiv,50.4392,30.5234,50.4615,30.4305,7
,,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,-2,22,-2,0,2,2,2,1,,1,kyiv,50.3930,30.4998,50.5893,30.4884,21.9
,,-10,-10,1,-10,-10,-10,-10,-2,1,2,-10,1,25,2,0,-1,-10,-10,1,,0,kyiv,50.4444,30.4530,50.4044,30.5184,6.4
,,1,1,-2,1,1,2,2,-10,1,2,1,2,27,-2,0,2,1,-1,1,,,,,,,,
,,1,1,1,2,2,2,2,-2,-2,2,2,2,30,-2,0,2,-2,1,2,,1,kyiv,50.4204,30.5289,50.3708,30.4640,7.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,2,39,-2,0,1,-10,-10,-10,,0,kharkiv,50.0210,36.2180,50.0291,36.2168,0.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,2,25,-2,0,-1,2,2,-1,,0,,48.9160,24.7073,48.9263,24.6938,1.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,27,2,0,2,-2,-1,-1,,1,kyiv,50.4225,30.5168,50.3643,30.4215,9.4
,,1,1,-10,-10,-10,-10,1,-10,-10,2,2,1,29,2,0,1,-1,1,-2,,0,,48.2603,25.9464,48.2603,25.9464,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,1,20,2,0,-10,-10,-10,2,,0,kyiv,50.397496,30.480850,50.378961,30.455756,2.7
,,2,-10,2,1,-10,-10,-10,-10,-10,2,-1,1,25,2,0,1,2,2,1,,0,kyiv,50.4389,30.5235,50.4546,30.4459,5.8
,,-10,-10,-10,-10,-10,-10,1,1,1,1,-1,-1,26,2,1,2,2,2,1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-2,2,2,-10,29,-2,0,2,2,2,-2,,1,kyiv,50.3969,30.4815,50.5305,30.6079,17.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,27,2,3,-2,1,-1,-2,,0,kharkiv,50.0227,36.2249,50.0339,36.2212,1.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,31,-2,0,2,2,2,2,,0,,46.5589,30.7068,46.5589,30.7068,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,30,-2,0,2,-2,1,-2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,25,-2,0,2,1,2,2,,0,lviv,49.8569,24.0210,49.8619,24.0077,1.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,29,2,0,1,1,-2,-10,,0,lviv,49.8401,24.0282,49.8174,24.0265,2.5
,,1,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,24,2,0,2,1,1,-1,,0,kyiv,50.4236,30.5052,50.4270,30.4508,3.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,32,2,0,1,-1,-1,1,,1,kyiv,50.4386,30.5390,50.3661,30.4575,9.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,1,22,2,1,-2,2,-1,2,,0,kharkiv,50.0260,36.2198,50.0319,36.2311,1
,,-10,1,-10,-10,-10,-10,-10,-10,-10,2,2,-1,23,-2,3,2,-2,1,-10,,1,kyiv,50.4381,30.5210,50.4234,30.3707,10.8
,,1,1,-10,-10,-10,-10,-10,-10,-2,2,2,-10,32,2,0,2,1,1,2,,0,kyiv,50.4397,30.5441,50.3965,30.6264,7.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,1,27,-2,0,-10,2,-10,1,,,,,,,,
,,-2,2,-10,-2,-2,-2,-2,-2,-2,2,-10,1,27,-2,0,2,1,1,-2,,1,kyiv,50.4246,30.5061,50.3829,30.3779,10.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,1,26,2,0,-2,-1,1,2,,0,kyiv,50.4474,30.4229,50.4590,30.4865,4.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,28,2,0,2,2,1,2,,0,kyiv,50.4910,30.4737,50.4931,30.4617,0.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-2,30,-2,2,1,-2,2,1,,0,lviv,49.8117,24.0389,49.8599,24.0167,5.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,22,2,0,2,2,-1,2,,0,kharkiv,49.9873,36.2552,50.0065,36.2507,2.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,20,2,2,2,2,-2,2,,0,kyiv,50.4297,30.5183,50.3945,30.6175,8.1
,,-10,1,-10,-10,-10,1,-10,-10,-10,1,-1,-1,35,-2,3,2,1,1,-1,,0,kyiv,50.4990,30.4469,50.3939,30.5313,13.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,1,45,-2,0,2,-10,1,1,,1,dnipro,48.5230,34.5959,48.5952,34.5699,8.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,30,-2,0,2,1,-10,-1,,0,,50.2406,28.7045,50.2406,28.7045,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,-2,29,-2,2,2,1,2,-2,,0,kharkiv,50.0220,36.2224,50.0289,36.3476,9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-10,2,25,2,2,1,1,-10,-1,,0,lviv,49.8225,24.0559,49.8167,24.0487,0.8
,,1,1,2,-10,-10,-10,1,1,1,2,-1,1,27,2,-1,2,2,2,2,,,,50.4268,30.5034,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,2,26,2,0,2,1,1,2,,0,kyiv,50.4389,30.5229,50.4179,30.5405,2.7
,,1,1,2,2,-10,-2,1,-10,1,2,-1,1,34,-2,0,2,-1,1,-10,,0,kyiv,50.445648,30.524489,50.445648,30.524489,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,24,2,0,2,2,2,2,,,,,,,,
,,1,-2,1,-2,1,-2,-2,-2,1,1,-2,-1,30,-2,0,2,-2,-10,1,,0,kyiv,50.4503,30.5990,50.4409,30.5073,6.6
,,1,2,-10,-2,-2,-2,-2,-2,-2,-2,2,2,30,2,0,-1,-2,-1,-1,,1,kyiv,50.3952,30.4787,50.3910,30.3692,7.8
,,-10,-10,-10,-10,-10,-10,-2,-10,-10,-10,-10,1,23,2,2,1,-10,2,1,,0,kyiv,50.4733,30.5106,50.3852,30.4850,10
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,29,2,0,-1,-1,1,-1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,2,32,-2,3,2,1,-1,1,,0,,49.5893,34.5580,49.5691,34.5820,2.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,25,2,0,1,-1,-1,1,,0,lviv,49.8347,24.0016,49.8347,24.0016,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,28,2,0,2,1,2,2,,0,,50.2550,28.6493,50.2675,28.6457,1.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-10,1,22,2,3,-1,-10,1,-1,,0,kyiv,50.4388,30.6142,50.4489,30.4501,11.7
,,1,1,1,1,1,-2,-2,-2,-2,-2,1,-2,31,-2,1,2,-2,-2,-2,,1,kyiv,50.4336,30.5198,50.3888,30.3672,11.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,32,-2,0,2,2,2,2,,,,,,,,
,,1,-10,2,-2,-2,-2,2,1,-2,1,2,1,31,-2,0,2,-10,-2,2,,0,kyiv,50.400793,30.616585,50.435356,30.622562,3.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,29,-2,0,1,1,1,-1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,28,2,0,1,1,1,1,,0,dnipro,48.4571266,35.053193,48.4490645,35.0563956,0.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,28,2,0,1,-2,1,1,,0,lviv,49.7932,24.0564,49.7932,24.0564,0
,,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,-2,28,2,2,2,2,-2,-2,,,,,,,,
,,2,1,2,1,2,-2,-2,-2,-2,2,2,1,25,-2,0,2,-1,1,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,26,-2,0,1,1,1,2,,1,kyiv,50.4254,30.5059,50.3682,30.4555,7.3
,,2,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,25,-2,0,-10,-10,2,-10,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,26,2,0,-2,-2,-2,1,,0,dnipro,48.462395,35.051281,48.4483062,35.0260035,2.4
,,2,-2,1,1,-2,-2,-2,-2,1,2,2,2,36,-2,0,2,-1,1,-2,,1,kyiv,50.5246,30.2310,50.5246,30.2310,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,24,-2,0,-1,1,-1,-2,,0,kyiv,50.4504,30.4191,50.3858,30.4656,7.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-1,27,-2,1,1,1,1,1,,0,,47.8207,35.1783,47.7756,35.1901,5.1
