geohome,geowork,likeIrpin,likeVishneve,likeBucha,likeVorzel,likeKocubinske,likeBoyarka,likeBrovary,likeBoryspil,likeVyshgorod,liveSuburb,liveOkolica,isGoodWorkLocation,age,isRented,job,liveHouse,isInvestor,isActivist,isFreeAppartmentImportant,city,isSuburb,region,workLat,workLong,homeLat,homeLong,distance
,,-2,-2,-2,-2,-2,-2,2,-2,-2,2,2,-2,27,2,2,1,-1,-2,1,,1,kyiv,50.4510,30.4741,50.5227,30.7873,23.6
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,33,-2,0,2,1,1,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,2,29,2,1,1,-1,1,1,,0,kyiv,50.4459,30.5159,50.4602,30.4237,6.7
,,1,-2,2,2,1,-10,-10,-10,-10,2,2,-2,34,-2,0,2,2,1,2,,1,kyiv,50.3943,30.6155,50.5813,30.2632,32.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,31,-2,0,2,1,2,2,,0,kharkiv,50.0271,36.2206,50.0069,36.2138,2.3
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,2,31,-2,0,1,-2,1,-2,,1,kyiv,50.4383,30.5224,50.3612,30.4610,9.6
,,2,2,-10,-10,-10,-2,-10,-2,1,2,2,-2,35,2,2,2,2,2,2,,1,kyiv,50.4189,30.5504,50.3917,30.3789,12.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,24,2,0,2,2,2,2,,0,kyiv,50.4447,30.4505,50.4462,30.4461,0.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,29,-2,0,1,-1,-2,-2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,-2,30,-2,0,2,-1,1,-2,,1,lviv,49.8428,24.0013,49.8395,23.8819,8.6
,,1,-10,1,-2,1,-10,-2,-2,-10,2,2,-2,37,-2,2,2,2,2,-2,,1,kyiv,50.4326,30.4877,50.5501,30.2227,22.9
,,1,-10,2,1,-10,-10,1,1,1,-2,-2,2,27,2,2,1,-1,-1,-2,,0,kyiv,50.4296,30.5182,50.3939,30.5043,4.1
,,-10,1,1,-10,-10,-10,-10,-2,-10,2,1,-2,33,2,0,2,2,1,2,,0,kyiv,50.4477,30.4224,50.4198,30.4893,5.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-1,1,21,-2,0,-2,-10,-1,1,,0,dnipro,48.4413,35.0714,48.5257,35.0287,9.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,1,19,-2,2,2,-10,1,1,,0,,49.5600,25.6260,49.5481,25.6006,2.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-2,24,2,0,2,1,2,1,,0,lviv,49.8611,24.0311,49.8305,24.0433,3.5
,,1,1,-10,-10,-10,-10,-10,-10,-10,1,-10,2,24,2,0,2,2,2,2,,0,kharkiv,49.9866,36.2350,50.0307,36.2236,5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,31,2,0,2,2,1,1,,0,lviv,49.8451,24.0436,49.8451,24.0436,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,29,2,2,2,1,1,2,,0,lviv,49.8589,24.0192,49.8451,23.9666,4.1
,,1,1,1,-10,1,-2,-2,-2,1,-1,1,-1,26,-2,0,2,1,-1,2,,1,kyiv,50.4688,30.5092,50.3814,30.7027,16.8
,,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,2,28,2,0,-1,-1,-1,1,,0,kyiv,50.4534,30.5985,50.5154,30.4986,9.9
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,32,-2,0,-2,-2,-2,-2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-10,1,25,2,0,-1,-2,-1,-1,,0,dnipro,48.4613,35.0479,48.4629,35.0280,1.5
,,2,-2,1,-10,-10,-10,-2,-2,-2,2,1,2,32,-2,0,2,-10,-2,-2,,1,kyiv,50.435669,30.500722,50.442164,30.286559,15.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,30,2,0,-10,1,1,-1,,0,kharkiv,50.0067,36.2393,50.0067,36.2393,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,-1,31,-2,0,1,-10,1,-2,,0,lviv,49.8427,24.0039,49.8174,24.0372,3.7
,,2,-10,-10,-10,-10,-10,-10,-10,-10,2,1,1,32,-1,0,2,-1,1,1,,1,kyiv,50.4578,30.4462,50.5365,30.2553,16.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,2,1,24,-2,2,2,2,1,-1,,0,kyiv,50.4623,30.4499,50.4887,30.5754,9.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,2,30,-2,0,2,1,1,1,,1,dnipro,48.4532,35.0536,48.4060,35.2895,18.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,25,-2,0,2,-1,2,2,,0,lviv,49.8361,24.0090,49.8669,24.0371,4
,,-10,1,-10,-10,-10,-10,-10,-10,-10,2,2,-2,30,2,2,1,1,2,-2,,0,kyiv,50.4476,30.4220,50.4265,30.5997,12.8
,,1,1,1,-10,1,1,1,1,1,2,2,1,28,-2,3,2,2,2,-2,,0,kyiv,50.4527,30.4088,50.5060,30.4301,6.1
,,1,-2,2,2,-2,-2,-2,-2,-2,2,2,-2,37,2,0,2,2,2,2,,0,kyiv,50.4556,30.4445,50.5059,30.4574,5.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,40,-2,2,1,-2,1,-2,,0,kyiv,50.4497,30.5046,50.4595,30.4824,1.9
,,1,-2,1,2,1,1,2,-2,2,2,2,1,40,-2,2,2,-2,1,-2,,1,kyiv,50.4488,30.6019,50.5575,30.6516,12.6
,,1,2,-2,-2,-2,2,-2,-2,-2,-1,2,1,32,-2,3,2,2,2,-2,,0,kyiv,50.4223,30.5104,50.3862,30.4658,5.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,29,-2,2,-10,-2,1,1,,0,kharkiv,50.0218,36.2274,50.0129,36.3254,7.1
,,-2,-2,-2,2,-2,-2,2,-2,-2,2,2,2,25,-2,3,2,1,1,2,,0,kyiv,50.4544,30.5883,50.4544,30.5883,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,41,2,0,2,-1,1,2,,0,,,,50.0836,22.5742,
,,-2,1,-2,-2,-2,-2,2,2,-2,1,-1,2,26,-2,0,-1,1,1,1,,0,kyiv,50.4454,30.5130,50.4114,30.6604,11.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,33,-2,0,2,2,2,-10,,0,lviv,49.8120,23.9888,49.7952,24.0216,3
,,1,1,-2,2,1,-2,-2,-2,1,-1,-1,2,27,2,0,-2,-10,-10,-2,,,,,,,,
,,2,1,2,2,1,1,-2,-2,-2,2,1,1,25,2,0,2,1,-1,2,,0,kyiv,50.4481,30.4226,50.4363,30.4336,1.5
,,-2,-10,1,-10,-2,-2,-2,1,-10,-10,-1,2,22,2,0,1,-2,1,-10,,0,kyiv,50.4689,30.5165,50.4754,30.4378,5.6
,,2,1,2,2,2,-2,-2,-2,1,2,2,1,35,-2,0,2,2,2,1,,1,kyiv,50.4479,30.5910,50.5305,30.2425,26.4
,,2,2,-2,-2,-2,2,-2,2,2,2,2,2,27,2,2,2,-2,-2,2,,0,kyiv,50.4319,30.5070,50.4158,30.5373,2.8
,,-10,-10,-10,-10,-10,1,2,2,1,-1,-1,1,33,2,-1,1,1,-1,1,,0,kyiv,50.4247,30.5068,50.4209,30.6570,10.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,2,27,2,2,-2,-10,-2,-2,,1,dnipro,48.4610,35.0498,48.3920,35.0372,7.7
,,1,1,-10,-10,-10,-2,-10,-10,1,-1,-1,1,31,-2,3,2,1,1,-1,,,,,,,,
,,-2,1,-2,-10,1,1,1,-2,1,1,1,1,32,2,0,-10,-1,-1,1,,0,kyiv,50.4511,30.5224,50.3897,30.4647,8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-2,2,33,-2,2,1,1,-1,1,,0,kharkiv,50.0082,36.2396,50.0351,36.3548,8.8
,,1,-2,1,-2,-2,-2,-2,-2,1,2,2,1,27,-2,-1,-1,1,1,-1,,1,kyiv,50.4657,30.4783,50.1711,30.5962,33.8
,,-10,-10,-10,-10,-10,-10,-10,2,-10,2,2,2,36,-2,3,1,1,1,2,,0,kyiv,50.4076,30.6821,50.4251,30.6203,4.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-10,2,27,2,0,2,1,-10,1,,0,dnipro,48.4451,35.0547,48.4451,35.0547,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,27,-2,0,-2,-2,-2,1,,0,kyiv,50.4856,30.4836,50.5172,30.5981,8.9
,,1,-10,1,-10,1,-10,-10,-10,-10,2,1,1,34,-2,0,2,1,-1,2,,,,,,,,
,,-2,-2,1,2,1,2,-2,-2,2,2,2,2,34,-2,-1,2,2,2,-2,,0,kyiv,50.4981,30.5911,50.4981,30.5911,0
,,-2,-10,-2,-10,-10,-2,-2,-2,-2,1,1,-10,28,-2,0,2,2,-1,-10,,,,,,,,
,,1,1,1,1,1,1,1,1,1,1,2,2,36,-2,1,-1,1,-1,-2,,0,kyiv,50.4001,30.6287,50.4201,30.6433,2.5
,,-10,-2,-10,-10,-10,-2,-2,-2,1,2,2,1,38,-2,1,2,1,2,1,,1,kyiv,50.4866,30.4857,50.2740,30.5286,23.8
,,1,-2,1,1,2,-2,-2,-2,1,2,2,2,32,-2,2,2,2,2,2,,1,kyiv,50.4625,30.4493,50.4568,30.3180,9.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,2,25,-2,2,-1,-2,-1,-2,,0,lviv,49.8027,24.0019,49.7940,24.0573,4.1
,,-2,2,-2,-2,2,-2,-2,-2,1,2,2,1,32,-2,2,2,2,-1,2,,1,kyiv,50.4390,30.5238,50.4648,30.3495,12.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,1,28,2,1,2,-1,-1,1,,0,,49.4641,32.0224,49.4641,32.0224,0
,,2,1,2,-2,1,-10,-10,-10,2,2,-1,1,36,-2,1,2,-10,1,1,,0,kyiv,50.4475,30.4874,50.4766,30.4457,4.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,2,28,2,0,2,2,1,1,,0,,46.4561,30.6398,46.4561,30.6398,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,2,28,-2,0,2,1,1,2,,0,kyiv,50.432021,30.515995,50.397206,30.509104,3.9
,,2,-10,2,2,1,-2,-2,-2,-10,2,2,-1,23,-2,0,2,-2,-1,2,,1,kyiv,50.4332,30.5491,50.5662,30.0957,35.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-1,1,31,2,0,-1,1,1,1,,1,kyiv,50.4504,30.4171,50.4657,30.3536,4.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,1,29,-2,3,2,2,1,-2,,0,kharkiv,49.9824,36.2300,49.9542,36.3477,9
,,2,-10,-10,-10,-10,-10,-10,-10,-10,2,1,1,32,-2,3,2,2,2,2,,,,50.4652839,30.4614608,,,
,,1,-2,2,-2,1,-2,-2,-2,1,-1,2,1,31,-2,3,2,-1,1,-2,,0,kyiv,50.4313,30.4876,50.3949,30.6213,10.3
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,2,27,2,0,-2,-2,-2,-2,,0,kyiv,50.4477,30.4492,50.4271,30.3869,5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,-1,29,2,0,2,-2,-1,1,,0,kyiv,50.4266,30.5031,50.4832,30.4572,7.1
,,2,-2,1,1,1,-2,-2,-2,1,2,2,-1,32,-2,1,2,2,2,2,,0,kyiv,50.4180,30.5353,50.4202,30.5452,0.7
,,-10,-10,-10,-10,-10,-10,1,-10,1,2,1,2,25,2,0,2,2,1,2,,1,kyiv,50.4344,30.4972,50.3595,30.4701,8.6
,,1,1,1,1,1,1,1,-2,1,2,-1,-1,22,2,2,-2,-2,1,-1,,0,,49.435484,32.008992,49.435484,32.008992,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,2,26,-2,0,-1,1,1,-1,,0,dnipro,48.4984,35.0423,48.4975,35.0340,0.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-10,2,33,-2,1,2,2,1,2,,0,kharkiv,49.9896,36.2332,49.9896,36.2332,0
,,1,1,1,1,1,1,-2,-2,1,1,2,-2,30,-2,0,1,1,-10,-2,,0,kyiv,50.5104,30.4584,50.4012,30.3935,13
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,21,2,0,-1,1,-1,-1,,0,kyiv,50.4476,30.4235,50.4263,30.4443,2.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,1,33,-2,0,2,1,1,1,,0,,47.8463,35.1315,47.8463,35.1315,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,2,1,32,2,0,2,2,-1,-1,,0,,56.9085,24.1486,56.9761,24.2432,9.5
,,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,-1,35,-2,2,2,2,2,-2,,1,kyiv,50.4505,30.4103,50.5723,30.4610,14
,,2,-2,2,-10,1,-2,-2,-2,1,-1,-1,-2,20,2,0,2,1,1,2,,0,kyiv,50.4594,30.4966,50.4259,30.5274,4.3
,,-10,-10,-10,-10,-10,-10,1,-2,1,1,-1,2,31,2,0,2,1,1,1,,0,kyiv,50.4198,30.5532,50.4183,30.5462,0.5
,,2,2,-10,2,-10,2,2,2,2,-10,-10,2,26,2,0,2,1,1,2,,0,kyiv,50.4712,30.4995,50.3845,30.4623,10
,,1,1,2,-10,-10,-10,1,1,1,1,1,2,39,-2,0,2,1,1,-10,,1,kyiv,50.531673, 30.614780,50.531673, 30.614780,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-2,2,33,2,0,1,1,1,2,,0,odesa,46.4750,30.7495,46.4498,30.7567,2.9
,,-10,-10,-10,-10,-10,-10,2,2,-10,-2,-1,2,21,2,0,1,1,-1,-1,,0,kyiv,50.4489,30.4705,50.4489,30.4705,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,2,35,-2,3,-1,-2,-2,2,,0,,49.2261,28.4195,49.2691,28.3568,6.6
,,-10,-10,-10,-10,-10,-10,-10,-2,-10,2,2,2,33,-2,0,2,2,2,-1,,0,kyiv,50.4201,30.5293,50.4201,30.5293,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,-1,49,-1,0,2,1,1,1,,0,odesa,46.4824,30.7244,46.3950,30.7285,9.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,2,33,-2,0,2,-2,1,-2,,1,kharkiv,49.9945,36.2334,49.7979,36.7195,41.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,25,2,0,2,-2,-2,-2,,0,kyiv,50.4384,30.5231,50.4530,30.4731,3.9
,,1,1,-10,-10,-10,-2,1,1,2,2,2,2,20,-2,0,-1,1,2,2,,0,kyiv,50.4527,30.4778,50.4566,30.4611,1.3
,,1,-10,1,-10,-10,-10,1,1,1,1,-1,2,30,-2,2,2,-1,1,-2,,0,kyiv,50.3993,30.4886,50.4201,30.4841,2.3
,,-2,2,-2,-2,-10,1,1,-2,1,2,2,-2,29,-2,3,1,-2,2,2,,1,kyiv,50.4448,30.5210,50.3943,30.3230,15.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,22,-2,0,-1,-1,1,2,,1,lviv,49.8295,23.9955,49.8441,24.0999,7.7
,,1,2,-2,-2,-10,1,-2,-2,-2,2,2,-10,26,-2,0,2,-10,-1,1,,0,kyiv,50.4319,30.5080,50.4364,30.3662,10.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,1,1,28,2,2,1,-1,-2,-2,,0,kyiv,50.4306,30.5162,50.3983,30.6345,9.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,30,-2,0,2,2,1,2,,0,lviv,49.8374,24.0071,49.8005,23.9882,4.3
,,-10,-10,1,-10,-10,-10,-10,-10,-10,2,2,-1,24,2,0,2,1,-1,2,,0,kyiv,50.4306,30.5495,50.4641,30.4744,6.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,29,-2,0,2,1,1,2,,1,lviv,49.5314,23.9667,49.5314,23.9667,0
,,-10,-10,-10,-10,-10,-10,-10,1,1,-2,1,1,30,-2,2,-1,-2,1,1,,0,kyiv,50.4247,30.5065,50.5187,30.4893,10.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,-1,26,2,2,2,1,-10,2,,0,kyiv,50.4320406,30.5129039,50.436272,30.4655178,3.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,2,22,-2,0,2,-10,1,-1,,0,,48.7366,37.5768,48.7357,37.5849,0.6
,,-10,1,1,1,-10,-10,1,1,1,-10,-2,1,29,-2,0,2,2,2,1,,0,kyiv,50.4429,30.4295,50.4429,30.4295,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,2,32,2,1,-1,1,-1,1,,0,,46.6328,32.6116,46.6341,32.6263,1.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,26,-2,0,2,2,2,2,,0,,49.2263,28.4198,49.2259,28.4371,1.3
,,-2,-2,2,1,-2,-2,-2,-2,-2,2,2,2,22,-2,0,2,2,2,-2,,1,kyiv,50.4614,30.4486,50.5485,30.2194,18.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,23,2,0,2,1,2,2,,1,kyiv,50.4386,30.5233,50.3669,30.4543,9.4
,,-2,1,-2,-2,-2,1,2,-2,-2,1,1,2,30,-2,3,2,-1,1,2,,0,kyiv,50.4450,30.6148,50.4623,30.6275,2.1
,,-10,-10,1,-10,1,-10,-10,-10,2,1,1,1,36,-2,0,2,-1,2,-2,,1,kyiv,50.4341,30.5060,50.5688,30.4639,15.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,35,-2,0,2,1,1,-2,,0,,48.9190,24.7132,48.9151,24.7543,3
,,1,-2,1,-10,-2,-2,2,-2,-2,1,-1,-1,30,2,0,2,2,1,2,,0,kyiv,50.424626,30.506483,50.396073,30.647317,10.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,26,2,0,2,-2,-2,-2,,,,,,,,
,,1,-2,-2,-2,-2,-2,1,-2,1,-2,-1,2,25,-2,0,1,-2,-2,-2,,0,kyiv,50.4949,30.5870,50.4949,30.5870,0
,,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,1,24,-2,0,2,-2,-10,1,,0,kyiv,50.4390,30.5205,50.4390,30.5205,0
,,1,1,-2,-2,1,-2,1,-2,-2,-1,1,2,32,-2,2,-2,-2,-2,-2,,0,kyiv,50.4371,30.5122,50.4542,30.4728,3.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,29,-2,2,2,1,1,1,,0,lviv,49.8029,24.0075,49.7991,24.0475,2.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,1,26,2,3,2,2,2,2,,0,lviv,49.8160,24.0618,49.8160,24.0618,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-10,2,31,-2,0,2,-2,-2,1,,0,lviv,49.8221,23.9859,49.8411,24.0298,3.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,2,33,-2,1,1,1,1,-2,,0,lviv,49.8163,24.0622,49.8163,24.0622,0
,,2,2,-10,-10,-10,-10,2,2,-2,1,1,2,26,2,3,2,2,1,2,,0,kyiv,50.4260,30.5354,50.3980,30.6354,7.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,32,-2,0,2,2,1,-2,,0,kyiv,50.4316,30.5073,50.4081,30.6175,8.3
,,-10,-10,-10,-10,-10,1,2,-2,-10,2,1,2,33,-2,-1,2,-10,-2,2,,0,dnipro,48.4324,35.0061,48.4324,35.0061,0
,,-10,2,-10,-10,-10,-10,-10,-10,-10,2,2,2,25,-2,3,2,2,2,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,1,38,-2,0,2,1,1,1,,0,dnipro,48.4591,35.0525,48.4609,35.0200,2.4
,,-10,-2,-10,-10,-10,1,-10,-10,-10,2,2,-2,41,-2,0,2,-2,-2,2,,1,kyiv,50.4221,30.5059,50.3588,30.1832,24
,,1,2,-2,-2,-2,-2,-2,-2,1,2,1,2,27,2,0,1,2,2,2,,,,,,,,
,,1,1,1,1,1,1,1,1,1,2,2,1,48,-2,0,2,1,1,1,,,,,,,,
,,1,-10,1,-10,-10,-10,-10,-10,1,2,2,2,33,2,-1,2,2,2,2,,,,,,,,
,,1,-10,1,1,1,-2,-2,-2,2,2,2,2,31,2,0,2,2,2,2,,0,kyiv,50.4585,30.4463,50.4644,30.4392,0.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,1,24,2,3,2,-2,1,-2,,0,lviv,49.8222,23.9844,49.8405,24.0173,3.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,2,26,2,3,-1,-2,1,1,,,,,,,,
,,1,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,29,-2,0,2,1,2,2,,0,kyiv,50.4155,30.5189,50.4221,30.5155,0.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,1,25,-2,3,2,1,2,2,,0,lviv,49.8164,24.0624,49.8019,24.0480,1.9
,,2,1,2,2,2,1,2,-10,2,2,2,1,41,-2,3,2,-10,2,1,,0,kyiv,50.5015,30.4642,50.4643,30.6171,11.6
,,1,-2,1,-2,-2,-2,-2,-2,1,-1,-1,1,40,-2,3,-1,-2,-2,-2,,0,kyiv,,,50.4696,30.4871,
,,2,-10,2,-10,-10,-10,-10,-10,-10,2,2,2,31,2,2,2,2,2,2,,0,kyiv,50.4719,30.5040,50.5023,30.4988,3.4
,,1,1,1,-2,1,1,-2,-2,1,1,1,1,29,-2,0,1,-10,-10,-2,,0,kyiv,50.4224,30.5060,50.4428,30.4295,5.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-10,1,33,-2,2,1,1,-1,-1,,0,kharkiv,50.0216,36.2194,50.0355,36.3625,10.4
,,1,-10,1,-10,-10,-10,-10,-10,-10,1,2,2,34,-2,3,1,-10,1,-2,,1,kyiv,50.4406,30.2841,50.4406,30.2841,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,2,30,-2,1,2,2,1,-2,,0,lviv,49.8420,24.0317,49.8254,24.0166,2.1
,,1,-10,1,2,2,2,1,1,1,2,-1,1,31,2,3,2,2,2,1,,0,lviv,49.8311,24.0130,49.8283,24.0221,0.7
,,-2,-2,-2,1,-2,-2,2,2,1,2,2,-2,31,2,0,2,2,2,2,,0,kyiv,50.4337,30.5097,50.4602,30.5943,6.7
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,27,2,0,2,2,-1,2,,0,kyiv,50.4232,30.5070,50.5064,30.5132,9.3
,,-2,-2,-2,-2,-2,-2,1,-2,1,-1,-2,2,31,-2,2,-2,1,1,-2,,0,kyiv,50.4313,30.5094,50.3923,30.4740,5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,1,25,2,0,-2,-2,-2,-2,,0,kyiv,50.4415,30.5142,50.5241,30.4987,9.3
,,1,-2,1,1,1,-2,1,1,2,2,-2,2,31,2,0,2,2,-2,2,,0,kyiv,50.4507,30.4666,50.4278,30.4174,4.3
,,2,-10,2,1,1,-10,2,-10,-10,2,2,1,27,-2,0,2,-10,1,1,,1,kyiv,50.4223,30.5059,50.5493,30.2234,24.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,1,29,2,0,2,1,-10,2,,0,lviv,49.8427,24.0017,49.8258,23.9898,2.1
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,32,-2,0,1,-2,-1,-2,,0,kyiv,50.4387,30.5228,50.3993,30.6313,8.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,2,2,29,2,0,2,2,2,-1,,1,kyiv,50.4654,30.5117,50.5623,30.3030,18.3
,,1,-10,-10,-10,1,1,2,1,1,2,2,-2,24,-2,0,2,1,1,1,,0,kyiv,50.4113,30.5595,50.5068,30.4988,11.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,32,2,2,2,1,1,2,,0,odesa,46.4429,30.7499,46.4313,30.7289,2.1
,,1,-2,-10,-10,-10,-10,-2,-2,1,2,2,2,23,-2,0,2,1,2,2,,,,49.9920,36.2321,,,
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,44,-2,2,2,-10,-10,-2,,,,,,,,
,,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-1,2,33,-2,2,-2,-2,-2,-2,,0,kyiv,50.4248,30.5065,50.4125,30.6265,8.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,1,24,2,0,-10,-1,-2,-1,,0,kyiv,50.4707,30.5049,50.4343,30.5075,4.1
,,1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,2,29,-2,2,1,1,1,-2,,,,,,,,
,,-2,2,-2,-10,1,-2,1,1,2,2,2,1,28,2,2,2,1,1,2,,0,kyiv,50.4660,30.5115,50.5124,30.4304,7.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-10,32,2,0,1,-10,-10,-1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,34,-2,0,2,2,2,2,,0,kharkiv,50.0276,36.2494,50.0276,36.2494,0
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,25,2,2,2,1,1,2,,0,kyiv,50.4141,30.5217,50.4414,30.4793,4.3
,,-2,-2,1,1,1,-2,-2,-2,-2,-2,-10,2,30,-2,1,-10,-10,-10,-2,,0,kyiv,50.4491,30.4438,50.4552,30.3842,4.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,2,25,2,2,2,-10,-10,1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,27,2,0,2,-1,1,1,,0,kyiv,50.4393,30.5188,50.4393,30.5188,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,1,21,1,0,-1,-1,-2,2,,0,kyiv,50.4204,30.5289,50.4501,30.4534,6.3
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,19,1,0,2,-2,-2,1,,1,kyiv,50.4558,30.4452,50.5311,30.6059,14.1
,,1,-2,1,1,-2,-2,-2,-2,1,1,-1,2,39,-2,1,2,2,2,1,,0,kyiv,50.4243,30.5057,50.4314,30.4548,3.7
,,1,1,2,-2,1,-2,-2,-2,-2,2,2,1,37,-2,3,-1,1,2,-1,,1,kyiv,50.4456,30.4971,50.5521,30.2045,23.9
,,2,2,1,1,2,1,-2,-2,-10,-1,1,2,36,2,0,-2,-2,-2,1,,0,kyiv,50.4444,30.4209,50.4444,30.4209,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-2,1,35,-2,1,2,2,2,-2,,1,kyiv,50.4442,30.4503,50.3925,30.3175,11.1
